sale_id	sale_date_id	location_id	product_id	unit_price_usd	discount_pct	units_sold	discounted_price_usd	revenue_usd	fx_rate_id	revenue_local_currency	sale_metadata_id	customer_rating	costumer_id	return_status_id
APPL-00009999	15 September 2023	443	1140	409.46	3	1	397.18	397.18	32	12630.32	2	4.6	133	1
APPL-00010106	05 March 2023	447	1140	426.76	2	1	418.22	418.22	33	14721.34	7	4.8	65	1
APPL-00008893	14 October 2024	394	1140	423.24	3	3	410.54	1231.62	29	1635591.36	35	4.2	100	1
APPL-00007835	29 April 2024	360	1140	414.77	15	2	352.55	705.1	3	648.69	14	3.8	101	2
APPL-00006925	19 August 2024	324	1139	1146.27	15	1	974.33	974.33	22	271838.07	34	4.7	15	1
APPL-00007192	13 February 2023	335	1139	1131.86	0	1	1131.86	1131.86	23	63950.09	20		121	3
APPL-00008621	18 January 2024	384	1138	1020.69	3	1	990.07	990.07	28	18712.32	23		101	1
APPL-00006995	22 July 2024	327	1138	1038.52	3	1	1007.36	1007.36	22	281053.44	20	4.3	71	1
APPL-00006815	16 November 2022	319	1138	1090.08	10	4	981.07	3924.28	21	41793.58	37	3.4	60	1
APPL-00006772	10 November 2022	317	1137	1263.02	15	2	1073.57	2147.14	21	22867.04	31	4	100	1
APPL-00006724	27 August 2022	315	1136	984.3	15	3	836.65	2509.95	21	26730.97	39	3.3	118	1
APPL-00009520	24 June 2023	424	1136	1069.2	3	5	1037.12	5185.6	30	54708.08	37	4	127	1
APPL-00007263	24 July 2022	338	1135	980.42	15	1	833.36	833.36	23	47084.84	1	4.4	75	3
APPL-00006672	07 June 2022	313	1135	1036	2	2	1015.28	2030.56	21	21625.46	17		40	1
APPL-00009348	05 December 2023	417	1135	940.72	7	4	874.87	3499.48	30	36919.51	42	4.7	66	1
APPL-00011235	05 August 2023	506	1134	886.95	5	2	842.6	1685.2	37	1685.2	35	4.2	33	1
APPL-00006607	17 March 2023	310	1134	919.08	10	1	827.17	827.17	20	1282113.5	17	3.5	118	1
APPL-00007094	15 December 2023	331	1134	856.94	0	1	856.94	856.94	22	239086.26	28		35	1
APPL-00008792	17 March 2024	390	1134	877.58	3	1	851.25	851.25	28	16088.62	20	4.5	114	1
APPL-00006644	26 August 2024	311	1134	944.7	5	2	897.47	1794.94	20	2782157	6		61	1
APPL-00010321	31 March 2022	454	1134	879.9	0	1	879.9	879.9	34	26836.95	27	4	105	1
APPL-00006582	11 May 2022	309	1133	1024.65	0	1	1024.65	1024.65	20	1588207.5	27		61	1
APPL-00007957	11 November 2023	366	1133	1109.43	15	4	943.02	3772.08	25	345145.32	25	3.4	31	1
APPL-00006568	29 October 2023	308	1132	1182.37	0	1	1182.37	1182.37	20	1832673.5	4	3.7	138	1
APPL-00010227	25 August 2024	450	1131	457.18	3	1	443.46	443.46	33	15609.79	36	3.7	28	1
APPL-00006562	14 March 2023	308	1131	457.37	0	2	457.37	914.74	20	1417847	15		134	1
APPL-00009171	09 February 2022	408	1130	923.13	0	1	923.13	923.13	3	849.28	34	3.2	62	1
APPL-00007209	25 August 2022	336	1130	867.88	2	1	850.52	850.52	23	48054.38	35		61	1
APPL-00006541	30 April 2023	307	1130	856.63	0	1	856.63	856.63	20	1327776.5	36		62	1
APPL-00007124	11 October 2023	332	1130	898.05	0	2	898.05	1796.1	23	101479.65	26		38	1
APPL-00011234	31 December 2022	506	1129	699.44	15	1	594.52	594.52	37	594.52	13	3.8	85	1
APPL-00008719	24 April 2022	388	1129	733.56	7	1	682.21	682.21	28	12893.77	26	4.5	140	1
APPL-00006490	16 December 2024	304	1129	698.61	0	8	698.61	5588.88	20	8662764	40	3.4	112	1
APPL-00008331	23 April 2024	381	1128	809.06	15	2	687.7	1375.4	26	5157.75	1	3.3		1
APPL-00006928	20 April 2022	325	1128	802.63	7	1	746.45	746.45	22	208259.55	40	4		1
APPL-00007790	02 March 2024	358	1128	754.47	0	1	754.47	754.47	3	694.11	14	3.4		1
APPL-00006454	15 May 2023	303	1128	821.43	5	2	780.36	1560.72	20	2419116	7			1
APPL-00007079	08 February 2022	331	1128	783.88	2	2	768.2	1536.4	22	428655.6	9	4		1
APPL-00009236	05 February 2023	412	1127	403.87	0	1	403.87	403.87	3	371.56	2		26	1
APPL-00010702	19 December 2023	468	1127	459.49	0	1	459.49	459.49	35	1686.33	35	4.4	90	1
APPL-00009468	15 August 2023	422	1127	460.38	0	2	460.38	920.76	30	9714.02	7	4.7	88	1
APPL-00006436	13 September 2023	302	1127	449.2	15	2	381.82	763.64	20	1183642	1	3.6	41	1
APPL-00006431	20 September 2022	302	1126	882.4	0	1	882.4	882.4	20	1367720	15	4.5	112	1
APPL-00008667	10 August 2023	386	1126	962.03	0	1	962.03	962.03	28	18182.37	41	4.4	88	1
APPL-00007933	11 March 2023	365	1126	911.02	0	2	911.02	1822.04	25	166716.66	4		41	1
APPL-00006384	30 November 2023	300	1125	928.52	0	1	928.52	928.52	19	1513.49	2		140	2
APPL-00007167	23 September 2023	334	1124	842.99	2	1	826.13	826.13	23	46676.35	14		102	3
APPL-00011255	11 July 2024	509	1124	878.01	3	2	851.67	1703.34	37	1703.34	42		24	1
APPL-00006321	05 March 2023	298	1124	877.27	0	3	877.27	2631.81	19	4289.85	1	4	68	3
APPL-00011324	03 December 2022	513	1123	883.83	3	1	857.32	857.32	38	21004340	8	3	40	1
APPL-00007545	02 February 2024	348	1123	829.99	0	1	829.99	829.99	24	3295.06	3	3.9	125	1
APPL-00007122	02 July 2023	332	1123	867.4	0	1	867.4	867.4	23	49008.1	42	4.5	48	1
APPL-00006195	20 May 2023	294	1123	827.36	5	1	785.99	785.99	19	1281.16	15	4	49	3
APPL-00010343	30 December 2024	454	1122	969.21	0	2	969.21	1938.42	34	59121.81	18	3	83	1
APPL-00009129	17 December 2024	404	1122	833.22	0	2	833.22	1666.44	3	1533.12	14	3.8	69	1
APPL-00011124	06 November 2022	495	1122	933.35	2	5	914.68	4573.4	37	4573.4	24		25	1
APPL-00006162	31 May 2023	293	1122	855.31	10	1	769.78	769.78	3	708.2	11		39	3
APPL-00006132	09 January 2023	292	1121	831.68	0	1	831.68	831.68	3	765.15	19	3.5	115	1
APPL-00007613	30 January 2024	351	1121	781.61	0	1	781.61	781.61	24	3102.99	26	3.9	105	1
APPL-00008574	16 December 2024	382	1120	1071.31	0	1	1071.31	1071.31	27	1435.56	25	3.3	14	1
APPL-00006307	21 December 2024	297	1120	1007.47	0	1	1007.47	1007.47	19	1642.18	38	3	69	1
APPL-00010382	03 February 2024	456	1120	1057.14	5	1	1004.28	1004.28	34	30630.54	27	4.3	87	1
APPL-00008131	20 December 2022	373	1120	1031.03	15	1	876.38	876.38	26	3286.43	8	4.8	134	1
APPL-00007994	13 August 2024	367	1120	959.69	5	2	911.71	1823.42	25	166842.93	27	4.7	45	1
APPL-00006037	13 May 2023	288	1120	999.34	0	3	999.34	2998.02	3	2758.18	39		115	1
APPL-00009187	23 May 2024	409	1119	616.31	5	1	585.49	585.49	3	538.65	33	3.7	57	1
APPL-00006023	20 February 2022	288	1119	634.78	2	1	622.08	622.08	3	572.31	20	3.4	53	1
APPL-00008344	26 January 2022	382	1119	570.37	7	2	530.44	1060.88	27	1421.58	8	4.7	134	1
APPL-00006204	29 January 2024	294	1119	635.72	0	8	635.72	5085.76	19	8289.79	33		97	2
APPL-00009779	25 August 2023	435	1118	1015.54	0	1	1015.54	1015.54	31	893.68	21		90	1
APPL-00006193	02 April 2023	294	1118	1054.69	0	2	1054.69	2109.38	19	3438.29	36	3.9	59	1
APPL-00005975	08 June 2024	285	1118	1034.82	0	4	1034.82	4139.28	3	3808.14	38		74	1
APPL-00005900	21 October 2022	283	1117	801.57	7	5	745.46	3727.3	18	63923.19	7	4.2	120	1
APPL-00007554	17 November 2024	348	1117	801.88	0	1	801.88	801.88	24	3183.46	18	3.9	123	1
APPL-00011028	02 April 2022	486	1117	794.26	5	4	754.55	3018.2	36	2384.38	1	3.7	56	1
APPL-00005894	06 June 2022	283	1116	941.42	0	1	941.42	941.42	18	16145.35	30	3.9	98	1
APPL-00009768	24 May 2022	435	1116	845.61	0	1	845.61	845.61	31	744.14	10		129	1
APPL-00010347	08 April 2022	455	1116	915.78	3	1	888.31	888.31	34	27093.45	28	4.7	102	1
APPL-00010557	27 January 2024	463	1116	926.95	2	2	908.41	1816.82	34	55413.01	34		116	1
APPL-00005908	31 October 2023	283	1116	841.53	0	2	841.53	1683.06	18	28864.48	18		77	1
APPL-00007931	25 January 2023	365	1116	920.35	0	3	920.35	2761.05	25	252636.08	17		94	3
APPL-00005889	19 January 2022	283	1115	885.32	5	1	841.05	841.05	18	14424.01	17	5	116	1
APPL-00010258	20 June 2024	451	1115	968.37	0	1	968.37	968.37	33	34086.62	15		110	1
APPL-00008910	21 January 2023	395	1115	852.61	5	2	809.98	1619.96	29	2151306.88	12	3.1	115	1
APPL-00005966	17 August 2023	285	1114	929.77	5	1	883.28	883.28	3	812.62	22		132	1
APPL-00008145	31 July 2024	373	1114	988.83	0	1	988.83	988.83	26	3708.11	6		131	1
APPL-00005872	21 May 2023	282	1114	1034.31	5	2	982.59	1965.18	18	33702.84	37	4.2	26	1
APPL-00005864	03 October 2022	282	1113	737.45	0	1	737.45	737.45	18	12647.27	22		28	1
APPL-00009864	09 July 2024	438	1113	800.92	7	1	744.86	744.86	32	23686.55	22	3.6	44	1
APPL-00011308	16 August 2024	512	1112	947.98	0	1	947.98	947.98	38	23225510	32	4.9	79	1
APPL-00006563	12 May 2023	308	1112	948.98	0	1	948.98	948.98	20	1470919	25	4.9	25	1
APPL-00008587	02 June 2023	383	1112	884.25	0	2	884.25	1768.5	28	33424.65	30		36	1
APPL-00010873	13 May 2023	476	1112	912.86	0	3	912.86	2738.58	36	2163.48	31	4	73	1
APPL-00011376	19 June 2023	515	1112	915.72	0	4	915.72	3662.88	38	89740560	19	4.1	122	1
APPL-00010165	13 May 2022	449	1112	955.55	0	4	955.55	3822.2	33	134541.44	13	4.9	72	1
APPL-00005833	22 November 2024	280	1112	929.31	0	4	929.31	3717.24	18	63750.67	23	3.7	105	1
APPL-00009815	17 July 2024	436	1111	959.59	10	1	863.63	863.63	32	27463.43	41		43	1
APPL-00005786	21 May 2022	279	1111	894.93	3	2	868.08	1736.16	18	29775.14	40		94	1
APPL-00009789	05 June 2024	435	1111	894.64	5	2	849.91	1699.82	31	1495.84	31	3.7	105	1
APPL-00005766	13 May 2023	278	1110	438.26	3	1	425.11	425.11	18	7290.64	29	3.1	109	1
APPL-00006540	13 February 2023	307	1109	1089.94	5	3	1035.44	3106.32	20	4814796	24		41	1
APPL-00005732	14 August 2024	276	1109	1131.63	7	3	1052.42	3157.26	18	54147.01	11	3.2	127	1
APPL-00005684	23 September 2024	274	1108	1214.5	15	1	1032.33	1032.33	18	17704.46	31	3.5	78	1
APPL-00009391	06 November 2023	419	1107	554.24	0	3	554.24	1662.72	30	17541.7	6	4.5		1
APPL-00008839	18 April 2023	392	1107	562.82	0	3	562.82	1688.46	29	2242274.88	31	3.8		3
APPL-00006494	09 May 2022	305	1107	627.73	0	1	627.73	627.73	20	972981.5	1	3.4		3
APPL-00005667	30 July 2023	274	1107	562.19	10	2	505.97	1011.94	18	17354.77	1	4.9		1
APPL-00011269	05 February 2024	511	1107	573.67	0	2	573.67	1147.34	37	1147.34	13	3.7		1
APPL-00008827	14 May 2024	391	1107	575.08	0	1	575.08	575.08	29	763706.24	25	4.5		1
APPL-00007947	28 November 2024	365	1107	571.85	0	1	571.85	571.85	25	52324.28	4	4.1		1
APPL-00005804	19 December 2023	279	1107	636.6	0	1	636.6	636.6	18	10917.69	8	3.9		1
APPL-00007792	31 May 2024	358	1107	642.85	5	1	610.71	610.71	3	561.85	2	4.7		1
APPL-00008953	05 February 2022	397	1107	591.18	3	1	573.44	573.44	29	761528.32	22	4.9		1
APPL-00010369	25 August 2022	456	1107	609.39	2	1	597.2	597.2	34	18214.6	20	3.6		1
APPL-00005884	20 May 2024	282	1107	631.92	0	1	631.92	631.92	18	10837.43	40			1
APPL-00009564	22 April 2023	426	1106	932.61	3	1	904.63	904.63	31	796.07	14		121	1
APPL-00005649	17 October 2024	273	1106	862.86	2	1	845.6	845.6	17	3982.78	42		97	1
APPL-00010289	16 August 2024	452	1105	609.73	0	1	609.73	609.73	33	21462.5	3	4.2	26	1
APPL-00005620	16 February 2024	272	1105	615.5	7	2	572.41	1144.82	17	5392.1	34	4	24	1
APPL-00005542	07 December 2022	270	1104	908.82	0	1	908.82	908.82	17	4280.54	41	3.1	58	1
APPL-00007986	26 November 2023	367	1104	953.36	0	1	953.36	953.36	25	87232.44	19	4	31	2
APPL-00005518	04 December 2023	269	1103	594.72	0	2	594.72	1189.44	17	5602.26	39	4.6	52	1
APPL-00011437	15 October 2023	517	1103	635.43	3	6	616.37	3698.22	38	90606390	28		8	1
APPL-00011373	30 April 2023	515	1103	598.93	15	4	509.09	2036.36	38	49890820	12	3.4	115	1
APPL-00009419	07 December 2023	420	1102	645.26	0	2	645.26	1290.52	30	13614.99	28	4.1	118	3
APPL-00011363	07 October 2024	514	1102	691.29	0	1	691.29	691.29	38	16936605	22	3.1	57	1
APPL-00006015	04 December 2023	287	1102	715.47	0	3	715.47	2146.41	3	1974.7	27	3.4	38	1
APPL-00005507	10 January 2023	269	1102	691.42	0	4	691.42	2765.68	17	13026.35	36	4.7	99	1
APPL-00005427	19 November 2024	266	1101	949.62	0	1	949.62	949.62	17	4472.71	3	4.1	38	1
APPL-00005626	02 February 2022	273	1101	916.53	10	1	824.88	824.88	17	3885.18	2	4.8	68	1
APPL-00008460	16 June 2023	382	1100	1112.1	7	1	1034.25	1034.25	27	1385.89	16	4.9	120	1
APPL-00005413	25 April 2023	266	1100	1136.81	0	2	1136.81	2273.62	17	10708.75	17		91	1
APPL-00005502	15 September 2022	269	1100	1281.97	7	2	1192.23	2384.46	17	11230.81	3	3.4	48	1
APPL-00007135	24 July 2022	333	1100	1117.13	0	2	1117.13	2234.26	23	126235.69	37	4.1	14	1
APPL-00010606	05 February 2023	465	1100	1212.2	7	1	1127.35	1127.35	35	4137.37	38		57	1
APPL-00005392	13 August 2024	265	1099	693.49	7	3	644.95	1934.85	16	249595.65	11	4.7	89	1
APPL-00010047	26 February 2024	445	1099	683.92	10	1	615.53	615.53	32	19573.85	30	3.5	76	3
APPL-00005386	31 August 2023	265	1098	1207.95	0	3	1207.95	3623.85	16	467476.65	38	4.7	81	1
APPL-00005655	28 May 2022	274	1098	1168.44	15	2	993.17	1986.34	18	34065.73	29	3.7	114	3
APPL-00009501	17 April 2024	423	1097	828	0	1	828	828	30	8735.4	26	4.2	48	1
APPL-00009952	01 March 2022	442	1097	840.01	0	1	840.01	840.01	32	26712.32	12	4.4	77	1
APPL-00008454	01 May 2023	382	1097	938.75	0	1	938.75	938.75	27	1257.93	9	3.6	94	1
APPL-00010692	28 March 2023	468	1097	960.82	0	2	960.82	1921.64	35	7052.42	25	4.4	49	1
APPL-00005343	30 September 2024	263	1097	869.35	0	6	869.35	5216.1	16	672876.9	18	3.1	102	1
APPL-00007382	09 April 2024	342	1097	880.17	7	8	818.56	6548.48	24	25997.47	6	4.2	78	1
APPL-00005323	15 January 2023	263	1096	581.75	3	1	564.3	564.3	16	72794.7	40	3.1	140	1
APPL-00008634	02 April 2023	385	1096	627.5	2	5	614.95	3074.75	28	58112.77	26	3.4	140	1
APPL-00005841	11 December 2022	281	1096	626.03	7	5	582.21	2911.05	18	49924.51	16	3.3	85	1
APPL-00006991	28 March 2024	327	1096	609.05	0	2	609.05	1218.1	22	339849.9	41	4.8	117	1
APPL-00011358	18 January 2024	514	1095	813.38	0	3	813.38	2440.14	38	59783430	8	4	104	1
APPL-00005321	29 October 2022	263	1095	851.87	7	1	792.24	792.24	16	102198.96	11		79	1
APPL-00009696	10 December 2024	431	1095	776	0	1	776	776	31	682.88	24	4.3	128	1
APPL-00009456	07 January 2022	422	1095	846.81	0	2	846.81	1693.62	30	17867.69	17		44	1
APPL-00005487	04 March 2024	268	1095	806.08	5	3	765.78	2297.34	17	10820.47	39	4.6	82	1
APPL-00005325	26 February 2023	263	1094	776.17	0	1	776.17	776.17	16	100125.93	40		102	1
APPL-00005284	27 October 2022	262	1094	742.24	3	1	719.97	719.97	16	92876.13	29		71	1
APPL-00008770	17 August 2022	390	1094	857.66	0	2	857.66	1715.32	28	32419.55	10	3.1	127	1
APPL-00007403	08 October 2023	343	1094	798.02	10	3	718.22	2154.66	24	8554	10		106	1
APPL-00009069	18 March 2024	401	1094	750.19	0	3	750.19	2250.57	3	2070.52	25	4.6	30	1
APPL-00007921	29 August 2024	364	1094	811.63	3	1	787.28	787.28	25	72036.12	33		55	2
APPL-00005277	25 February 2022	262	1093	843.48	2	1	826.61	826.61	16	106632.69	28		129	1
APPL-00010352	07 January 2023	455	1093	919.43	3	2	891.85	1783.7	34	54402.85	5		76	1
APPL-00005258	13 February 2023	261	1092	459.78	5	1	436.79	436.79	16	56345.91	36	3.1	98	1
APPL-00011114	25 July 2022	494	1092	418.98	2	1	410.6	410.6	37	410.6	15	4.8	34	1
APPL-00008786	20 December 2023	390	1092	416.77	7	2	387.6	775.2	28	14651.28	39		103	1
APPL-00005247	12 July 2022	261	1091	825.96	0	1	825.96	825.96	16	106548.84	30	4.8		1
APPL-00010039	13 March 2023	445	1091	814.26	0	2	814.26	1628.52	32	51786.94	28	4.2		3
APPL-00007231	23 May 2022	337	1091	821.87	7	3	764.34	2293.02	23	129555.63	42			1
APPL-00009856	26 October 2023	438	1091	842.2	15	3	715.87	2147.61	32	68294	29	4.7		1
APPL-00006309	04 April 2022	298	1091	857.56	5	2	814.68	1629.36	19	2655.86	27	4.5		1
APPL-00007671	10 October 2022	354	1091	834.61	0	1	834.61	834.61	3	767.84	5	4.7		1
APPL-00011165	05 February 2022	500	1091	748.62	15	1	636.33	636.33	37	636.33	37	3.5		1
APPL-00005238	24 July 2024	260	1090	965.75	0	1	965.75	965.75	16	124581.75	1		77	1
APPL-00008475	28 August 2023	382	1090	917.36	10	2	825.62	1651.24	27	2212.66	42	4.4	60	1
APPL-00011305	14 July 2024	512	1090	903	0	4	903	3612	38	88494000	39	4.8	127	1
APPL-00010897	31 July 2024	477	1090	935.96	10	1	842.36	842.36	36	665.46	29	4.9	66	1
APPL-00011242	18 February 2023	507	1090	930.28	3	2	902.37	1804.74	37	1804.74	6		54	1
APPL-00005282	09 August 2022	262	1089	844.46	0	3	844.46	2533.38	16	326806.02	17	3.1	136	1
APPL-00011498	28 August 2024	519	1089	759.97	7	5	706.77	3533.85	38	86579325	2	3.8	130	1
APPL-00005977	19 September 2024	285	1089	784.67	0	1	784.67	784.67	3	721.9	15	4.8	112	1
APPL-00008174	20 March 2022	375	1089	790.55	0	1	790.55	790.55	26	2964.56	5	4.1	119	1
APPL-00011274	27 February 2022	512	1089	777.63	7	1	723.2	723.2	38	17718400	30	3.9	56	1
APPL-00005225	08 July 2023	260	1089	791.31	0	2	791.31	1582.62	16	204157.98	3	3.2	62	1
APPL-00011413	01 April 2024	516	1089	784.31	0	3	784.31	2352.93	38	57646785	27	4	131	1
APPL-00006377	23 February 2023	300	1088	923.2	2	6	904.74	5428.44	19	8848.36	34	3.5	93	1
APPL-00007099	07 July 2024	331	1088	966.6	0	1	966.6	966.6	22	269681.4	38		27	1
